Indicator,Most_Likely_Class,Max_Probability,Prob_Class_0,Prob_Class_1,Prob_Class_2,Prob_Class_3,Prob_Class_4,Prob_Class_5,Prob_Class_6,Prob_Class_7,Prob_Class_8,Prob_Class_9,Prob_Class_10,Prob_Class_11,Prob_Class_12,Prob_Class_13,Prob_Class_14,Prob_Class_15
218,1,0.13708732,0.07306178,0.13708732,0.039435547,0.04647721,0.061684344,0.048158024,0.048299216,0.069993705,0.042061124,0.0552613,0.09938019,0.07754753,0.06494043,0.04413051,0.049070645,0.04341115
219,1,0.0999396,0.077149235,0.0999396,0.080878235,0.08647152,0.042725284,0.041697092,0.01994953,0.050705012,0.06557453,0.058744512,0.07361771,0.07628828,0.067077644,0.052156463,0.065648936,0.04137639
220,1,0.124725826,0.0884569,0.124725826,0.043782152,0.071642175,0.062380176,0.016342191,0.015837321,0.1030539,0.07624178,0.037637837,0.08303918,0.029461376,0.07866552,0.030312145,0.03422526,0.1041963
221,1,0.13417548,0.02844161,0.13417548,0.021816643,0.03335915,-0.013581397,0.0832032,0.11255166,0.123933986,0.08775818,0.048855036,0.06951572,0.011577093,0.03737304,0.10751068,0.068537995,0.04497197
222,1,0.0945191,0.07485765,0.0945191,0.0810823,0.09307668,-0.01781306,0.05745833,0.016339678,0.05491033,0.056043513,0.062237214,0.056817878,0.0744269,0.06647056,0.07169097,0.084759176,0.0731227
223,15,0.121412516,0.09478318,0.029996539,0.119193316,0.036687735,0.08721766,0.042677872,0.079279564,0.05592835,0.07561138,0.06975717,0.039415255,0.025217235,0.10700719,0.008938776,0.0068762572,0.121412516
224,15,0.11255275,0.009680606,0.03378504,0.07862453,0.07406752,0.10536101,0.029634412,0.0658338,0.049213566,0.038736507,0.046175055,0.069713645,0.0776581,0.1055901,0.049323864,0.054049462,0.11255275
225,15,0.097847745,0.05564653,0.05016071,0.09697441,0.08067401,0.05497172,0.044484366,0.06033928,0.062281985,0.06854509,0.05910332,0.022937778,0.02413716,0.071747,0.07596257,0.07418636,0.097847745
226,7,0.1160743,0.03802342,0.06170892,0.04933519,0.08456098,0.02014759,0.06485585,0.06410845,0.1160743,0.0042237286,0.0062388703,0.062459294,0.053396005,0.06554515,0.11548748,0.103682786,0.09015188
227,15,0.12793112,0.002409854,0.02934657,0.09139368,0.09998477,0.08481412,0.048115857,0.06196108,0.07823386,0.060796425,0.04836147,0.04004182,-0.012021441,0.09849177,0.08045978,0.059679322,0.12793112
228,12,0.14242102,-0.021108808,0.09438069,0.09900304,0.03859549,0.108395614,0.04095814,0.103315204,0.07111401,0.055779003,0.050672498,0.021801915,0.0015952815,0.14242102,0.040337306,0.023261176,0.12947847
229,8,0.13528778,0.03650165,-0.0041724704,0.09090298,0.04747828,0.12619853,0.032361824,0.056774832,0.0804209,0.13528778,0.034046482,0.006015234,-0.027205136,0.06508646,0.09457818,0.093063,0.13266142
230,15,0.13111717,0.015062616,0.0450683,0.10238731,0.10142201,0.070493,0.026215632,0.045824427,0.040487304,0.043914437,0.0692514,0.012519222,0.027507987,0.11272892,0.07749872,0.07850153,0.13111717
231,11,0.10675609,0.10664097,0.08606275,0.08437871,0.065626636,0.033121902,0.058236193,0.08355219,0.03046533,0.0325663,0.070233524,0.10195909,0.10675609,0.06423954,0.011552782,0.036772676,0.027835395
232,1,0.093154304,0.059719145,0.093154304,0.08873427,0.06405219,0.07685588,0.039744142,0.05468286,0.06892309,0.02837902,0.014256992,0.0871277,0.06836756,0.07127097,0.066714056,0.058950797,0.059067044
233,12,0.15051824,0.044885438,0.0056280857,0.11319078,0.04313898,0.074867755,0.04721727,0.13548899,0.07635989,0.06982881,0.07408715,0.01117921,-0.018584814,0.15051824,0.033612903,0.033315867,0.10526541
234,15,0.13048215,0.09374508,0.053685986,0.045785863,0.080036424,0.034402676,0.04433062,0.016608108,0.058551405,0.06769734,0.08271045,0.03425096,0.061770055,0.09508084,0.02708366,0.073778436,0.13048215
235,12,0.11663383,0.065074064,0.02757375,0.08446097,0.0838118,0.049796414,0.033168554,0.071341634,0.07035512,0.070260815,0.053772885,0.024117107,0.017476782,0.11663383,0.074227,0.07468725,0.08324202
236,6,0.10249251,0.023147963,0.052644137,0.078806765,0.06121449,0.08345067,0.05536784,0.10249251,0.092849776,0.06687835,0.04586933,0.045608982,0.041503064,0.0778187,0.05779974,0.053176656,0.061371002
237,6,0.11423187,0.03648503,0.08587644,0.080352314,0.012749698,0.10388263,0.07405201,0.11423187,0.087872446,0.0992501,0.030035753,0.106494136,0.070154026,-0.0015580272,-0.0028898758,-0.005728837,0.1087403
238,3,0.15802167,0.059511587,-2.7853159e-05,0.10779613,0.15802167,0.03369254,-0.010496076,-0.020294068,0.008297129,0.009731483,0.011398976,0.0467073,0.039702985,0.13543472,0.13141248,0.15382908,0.13528194
239,3,0.1080587,0.0685942,0.05953276,0.07462776,0.1080587,0.09039482,0.031183252,0.023851417,0.037196558,0.0519403,0.053736288,0.07269377,0.061331935,0.09027975,0.061293934,0.074714914,0.040569622
240,12,0.16118126,0.063246496,0.029006425,0.11069871,0.07974451,0.06812351,0.03242836,0.060741995,0.023269804,0.015085007,0.045985322,0.04781381,0.024620188,0.16118126,0.04948924,0.075172625,0.1133927
